task_id,problem,language,branching_factor,max_programs,beam_width,debug_prompt_id,log,dataset
103,CPP/102,C++,2,100,2,0,INFO,humaneval
104,CPP/103,C++,2,100,2,0,INFO,humaneval
105,CPP/104,C++,2,100,2,0,INFO,humaneval
106,CPP/105,C++,2,100,2,0,INFO,humaneval
107,CPP/106,C++,2,100,2,0,INFO,humaneval
108,CPP/107,C++,2,100,2,0,INFO,humaneval
109,CPP/108,C++,2,100,2,0,INFO,humaneval
110,CPP/109,C++,2,100,2,0,INFO,humaneval
111,CPP/110,C++,2,100,2,0,INFO,humaneval
112,CPP/111,C++,2,100,2,0,INFO,humaneval
113,CPP/112,C++,2,100,2,0,INFO,humaneval
114,CPP/113,C++,2,100,2,0,INFO,humaneval
115,CPP/114,C++,2,100,2,0,INFO,humaneval
116,CPP/115,C++,2,100,2,0,INFO,humaneval
117,CPP/116,C++,2,100,2,0,INFO,humaneval
118,CPP/117,C++,2,100,2,0,INFO,humaneval
119,CPP/118,C++,2,100,2,0,INFO,humaneval
120,CPP/119,C++,2,100,2,0,INFO,humaneval
121,CPP/120,C++,2,100,2,0,INFO,humaneval
122,CPP/121,C++,2,100,2,0,INFO,humaneval
123,CPP/122,C++,2,100,2,0,INFO,humaneval
124,CPP/123,C++,2,100,2,0,INFO,humaneval
125,CPP/124,C++,2,100,2,0,INFO,humaneval
126,CPP/125,C++,2,100,2,0,INFO,humaneval
127,CPP/126,C++,2,100,2,0,INFO,humaneval
128,CPP/127,C++,2,100,2,0,INFO,humaneval
129,CPP/128,C++,2,100,2,0,INFO,humaneval
130,CPP/129,C++,2,100,2,0,INFO,humaneval
131,CPP/130,C++,2,100,2,0,INFO,humaneval
132,CPP/131,C++,2,100,2,0,INFO,humaneval
133,CPP/132,C++,2,100,2,0,INFO,humaneval
134,CPP/133,C++,2,100,2,0,INFO,humaneval
135,CPP/134,C++,2,100,2,0,INFO,humaneval
136,CPP/135,C++,2,100,2,0,INFO,humaneval
137,CPP/136,C++,2,100,2,0,INFO,humaneval
138,CPP/137,C++,2,100,2,0,INFO,humaneval
139,CPP/138,C++,2,100,2,0,INFO,humaneval
140,CPP/139,C++,2,100,2,0,INFO,humaneval
141,CPP/140,C++,2,100,2,0,INFO,humaneval
142,CPP/141,C++,2,100,2,0,INFO,humaneval
143,CPP/142,C++,2,100,2,0,INFO,humaneval
144,CPP/143,C++,2,100,2,0,INFO,humaneval
145,CPP/144,C++,2,100,2,0,INFO,humaneval
146,CPP/145,C++,2,100,2,0,INFO,humaneval
147,CPP/146,C++,2,100,2,0,INFO,humaneval
148,CPP/147,C++,2,100,2,0,INFO,humaneval
149,CPP/148,C++,2,100,2,0,INFO,humaneval
150,CPP/149,C++,2,100,2,0,INFO,humaneval
151,CPP/150,C++,2,100,2,0,INFO,humaneval
152,CPP/151,C++,2,100,2,0,INFO,humaneval
153,CPP/152,C++,2,100,2,0,INFO,humaneval
154,CPP/153,C++,2,100,2,0,INFO,humaneval
155,CPP/154,C++,2,100,2,0,INFO,humaneval
156,CPP/155,C++,2,100,2,0,INFO,humaneval
157,CPP/156,C++,2,100,2,0,INFO,humaneval
158,CPP/157,C++,2,100,2,0,INFO,humaneval
159,CPP/158,C++,2,100,2,0,INFO,humaneval
160,CPP/159,C++,2,100,2,0,INFO,humaneval
161,CPP/160,C++,2,100,2,0,INFO,humaneval
162,CPP/161,C++,2,100,2,0,INFO,humaneval
163,CPP/162,C++,2,100,2,0,INFO,humaneval
164,CPP/163,C++,2,100,2,0,INFO,humaneval
165,CPP/0,C++,4,100,4,0,INFO,humaneval
166,CPP/1,C++,4,100,4,0,INFO,humaneval
167,CPP/2,C++,4,100,4,0,INFO,humaneval
168,CPP/3,C++,4,100,4,0,INFO,humaneval
169,CPP/4,C++,4,100,4,0,INFO,humaneval
170,CPP/5,C++,4,100,4,0,INFO,humaneval
171,CPP/6,C++,4,100,4,0,INFO,humaneval
172,CPP/7,C++,4,100,4,0,INFO,humaneval
173,CPP/8,C++,4,100,4,0,INFO,humaneval
174,CPP/9,C++,4,100,4,0,INFO,humaneval
175,CPP/10,C++,4,100,4,0,INFO,humaneval
176,CPP/11,C++,4,100,4,0,INFO,humaneval
177,CPP/12,C++,4,100,4,0,INFO,humaneval
178,CPP/13,C++,4,100,4,0,INFO,humaneval
179,CPP/14,C++,4,100,4,0,INFO,humaneval
180,CPP/15,C++,4,100,4,0,INFO,humaneval
181,CPP/16,C++,4,100,4,0,INFO,humaneval
182,CPP/17,C++,4,100,4,0,INFO,humaneval
183,CPP/18,C++,4,100,4,0,INFO,humaneval
184,CPP/19,C++,4,100,4,0,INFO,humaneval
185,CPP/20,C++,4,100,4,0,INFO,humaneval
186,CPP/21,C++,4,100,4,0,INFO,humaneval
187,CPP/22,C++,4,100,4,0,INFO,humaneval
188,CPP/23,C++,4,100,4,0,INFO,humaneval
189,CPP/24,C++,4,100,4,0,INFO,humaneval
190,CPP/25,C++,4,100,4,0,INFO,humaneval
191,CPP/26,C++,4,100,4,0,INFO,humaneval
192,CPP/27,C++,4,100,4,0,INFO,humaneval
193,CPP/28,C++,4,100,4,0,INFO,humaneval
194,CPP/29,C++,4,100,4,0,INFO,humaneval
195,CPP/30,C++,4,100,4,0,INFO,humaneval
196,CPP/31,C++,4,100,4,0,INFO,humaneval
197,CPP/32,C++,4,100,4,0,INFO,humaneval
198,CPP/33,C++,4,100,4,0,INFO,humaneval
199,CPP/34,C++,4,100,4,0,INFO,humaneval
200,CPP/35,C++,4,100,4,0,INFO,humaneval
201,CPP/36,C++,4,100,4,0,INFO,humaneval
202,CPP/37,C++,4,100,4,0,INFO,humaneval
203,CPP/38,C++,4,100,4,0,INFO,humaneval
204,CPP/39,C++,4,100,4,0,INFO,humaneval
205,CPP/40,C++,4,100,4,0,INFO,humaneval
206,CPP/41,C++,4,100,4,0,INFO,humaneval
207,CPP/42,C++,4,100,4,0,INFO,humaneval
208,CPP/43,C++,4,100,4,0,INFO,humaneval
209,CPP/44,C++,4,100,4,0,INFO,humaneval
210,CPP/45,C++,4,100,4,0,INFO,humaneval
211,CPP/46,C++,4,100,4,0,INFO,humaneval
212,CPP/47,C++,4,100,4,0,INFO,humaneval
213,CPP/48,C++,4,100,4,0,INFO,humaneval
214,CPP/49,C++,4,100,4,0,INFO,humaneval
215,CPP/50,C++,4,100,4,0,INFO,humaneval
216,CPP/51,C++,4,100,4,0,INFO,humaneval
217,CPP/52,C++,4,100,4,0,INFO,humaneval
218,CPP/53,C++,4,100,4,0,INFO,humaneval
219,CPP/54,C++,4,100,4,0,INFO,humaneval
220,CPP/55,C++,4,100,4,0,INFO,humaneval
221,CPP/56,C++,4,100,4,0,INFO,humaneval
222,CPP/57,C++,4,100,4,0,INFO,humaneval
223,CPP/58,C++,4,100,4,0,INFO,humaneval
224,CPP/59,C++,4,100,4,0,INFO,humaneval
225,CPP/60,C++,4,100,4,0,INFO,humaneval
226,CPP/61,C++,4,100,4,0,INFO,humaneval
227,CPP/62,C++,4,100,4,0,INFO,humaneval
228,CPP/63,C++,4,100,4,0,INFO,humaneval
229,CPP/64,C++,4,100,4,0,INFO,humaneval
230,CPP/65,C++,4,100,4,0,INFO,humaneval
231,CPP/66,C++,4,100,4,0,INFO,humaneval
232,CPP/67,C++,4,100,4,0,INFO,humaneval
233,CPP/68,C++,4,100,4,0,INFO,humaneval
234,CPP/69,C++,4,100,4,0,INFO,humaneval
235,CPP/70,C++,4,100,4,0,INFO,humaneval
236,CPP/71,C++,4,100,4,0,INFO,humaneval
237,CPP/72,C++,4,100,4,0,INFO,humaneval
238,CPP/73,C++,4,100,4,0,INFO,humaneval
239,CPP/74,C++,4,100,4,0,INFO,humaneval
240,CPP/75,C++,4,100,4,0,INFO,humaneval
241,CPP/76,C++,4,100,4,0,INFO,humaneval
242,CPP/77,C++,4,100,4,0,INFO,humaneval
243,CPP/78,C++,4,100,4,0,INFO,humaneval
244,CPP/79,C++,4,100,4,0,INFO,humaneval
245,CPP/80,C++,4,100,4,0,INFO,humaneval
246,CPP/81,C++,4,100,4,0,INFO,humaneval
247,CPP/82,C++,4,100,4,0,INFO,humaneval
248,CPP/83,C++,4,100,4,0,INFO,humaneval
249,CPP/84,C++,4,100,4,0,INFO,humaneval
250,CPP/85,C++,4,100,4,0,INFO,humaneval
251,CPP/86,C++,4,100,4,0,INFO,humaneval
252,CPP/87,C++,4,100,4,0,INFO,humaneval
253,CPP/88,C++,4,100,4,0,INFO,humaneval
254,CPP/89,C++,4,100,4,0,INFO,humaneval
255,CPP/90,C++,4,100,4,0,INFO,humaneval
256,CPP/91,C++,4,100,4,0,INFO,humaneval
257,CPP/92,C++,4,100,4,0,INFO,humaneval
258,CPP/93,C++,4,100,4,0,INFO,humaneval
259,CPP/94,C++,4,100,4,0,INFO,humaneval
260,CPP/95,C++,4,100,4,0,INFO,humaneval
261,CPP/96,C++,4,100,4,0,INFO,humaneval
262,CPP/97,C++,4,100,4,0,INFO,humaneval
263,CPP/98,C++,4,100,4,0,INFO,humaneval
264,CPP/99,C++,4,100,4,0,INFO,humaneval
265,CPP/100,C++,4,100,4,0,INFO,humaneval
266,CPP/101,C++,4,100,4,0,INFO,humaneval
267,CPP/102,C++,4,100,4,0,INFO,humaneval
268,CPP/103,C++,4,100,4,0,INFO,humaneval
269,CPP/104,C++,4,100,4,0,INFO,humaneval
270,CPP/105,C++,4,100,4,0,INFO,humaneval
271,CPP/106,C++,4,100,4,0,INFO,humaneval
272,CPP/107,C++,4,100,4,0,INFO,humaneval
273,CPP/108,C++,4,100,4,0,INFO,humaneval
274,CPP/109,C++,4,100,4,0,INFO,humaneval
275,CPP/110,C++,4,100,4,0,INFO,humaneval
276,CPP/111,C++,4,100,4,0,INFO,humaneval
277,CPP/112,C++,4,100,4,0,INFO,humaneval
278,CPP/113,C++,4,100,4,0,INFO,humaneval
279,CPP/114,C++,4,100,4,0,INFO,humaneval
280,CPP/115,C++,4,100,4,0,INFO,humaneval
281,CPP/116,C++,4,100,4,0,INFO,humaneval
282,CPP/117,C++,4,100,4,0,INFO,humaneval
283,CPP/118,C++,4,100,4,0,INFO,humaneval
284,CPP/119,C++,4,100,4,0,INFO,humaneval
285,CPP/120,C++,4,100,4,0,INFO,humaneval
286,CPP/121,C++,4,100,4,0,INFO,humaneval
287,CPP/122,C++,4,100,4,0,INFO,humaneval
288,CPP/123,C++,4,100,4,0,INFO,humaneval
289,CPP/124,C++,4,100,4,0,INFO,humaneval
290,CPP/125,C++,4,100,4,0,INFO,humaneval
291,CPP/126,C++,4,100,4,0,INFO,humaneval
292,CPP/127,C++,4,100,4,0,INFO,humaneval
293,CPP/128,C++,4,100,4,0,INFO,humaneval
294,CPP/129,C++,4,100,4,0,INFO,humaneval
295,CPP/130,C++,4,100,4,0,INFO,humaneval
296,CPP/131,C++,4,100,4,0,INFO,humaneval
297,CPP/132,C++,4,100,4,0,INFO,humaneval
298,CPP/133,C++,4,100,4,0,INFO,humaneval
299,CPP/134,C++,4,100,4,0,INFO,humaneval
300,CPP/135,C++,4,100,4,0,INFO,humaneval
301,CPP/136,C++,4,100,4,0,INFO,humaneval
302,CPP/137,C++,4,100,4,0,INFO,humaneval
303,CPP/138,C++,4,100,4,0,INFO,humaneval
304,CPP/139,C++,4,100,4,0,INFO,humaneval
305,CPP/140,C++,4,100,4,0,INFO,humaneval
306,CPP/141,C++,4,100,4,0,INFO,humaneval
307,CPP/142,C++,4,100,4,0,INFO,humaneval
308,CPP/143,C++,4,100,4,0,INFO,humaneval
309,CPP/144,C++,4,100,4,0,INFO,humaneval
310,CPP/145,C++,4,100,4,0,INFO,humaneval
311,CPP/146,C++,4,100,4,0,INFO,humaneval
312,CPP/147,C++,4,100,4,0,INFO,humaneval
313,CPP/148,C++,4,100,4,0,INFO,humaneval
314,CPP/149,C++,4,100,4,0,INFO,humaneval
315,CPP/150,C++,4,100,4,0,INFO,humaneval
316,CPP/151,C++,4,100,4,0,INFO,humaneval
317,CPP/152,C++,4,100,4,0,INFO,humaneval
318,CPP/153,C++,4,100,4,0,INFO,humaneval
319,CPP/154,C++,4,100,4,0,INFO,humaneval
320,CPP/155,C++,4,100,4,0,INFO,humaneval
321,CPP/156,C++,4,100,4,0,INFO,humaneval
322,CPP/157,C++,4,100,4,0,INFO,humaneval
323,CPP/158,C++,4,100,4,0,INFO,humaneval
324,CPP/159,C++,4,100,4,0,INFO,humaneval
325,CPP/160,C++,4,100,4,0,INFO,humaneval
326,CPP/161,C++,4,100,4,0,INFO,humaneval
327,CPP/162,C++,4,100,4,0,INFO,humaneval
328,CPP/163,C++,4,100,4,0,INFO,humaneval
329,CPP/0,C++,16,100,16,0,INFO,humaneval
330,CPP/1,C++,16,100,16,0,INFO,humaneval
331,CPP/2,C++,16,100,16,0,INFO,humaneval
332,CPP/3,C++,16,100,16,0,INFO,humaneval
333,CPP/4,C++,16,100,16,0,INFO,humaneval
334,CPP/5,C++,16,100,16,0,INFO,humaneval
335,CPP/6,C++,16,100,16,0,INFO,humaneval
336,CPP/7,C++,16,100,16,0,INFO,humaneval
337,CPP/8,C++,16,100,16,0,INFO,humaneval
338,CPP/9,C++,16,100,16,0,INFO,humaneval
339,CPP/10,C++,16,100,16,0,INFO,humaneval
340,CPP/11,C++,16,100,16,0,INFO,humaneval
341,CPP/12,C++,16,100,16,0,INFO,humaneval
342,CPP/13,C++,16,100,16,0,INFO,humaneval
343,CPP/14,C++,16,100,16,0,INFO,humaneval
344,CPP/15,C++,16,100,16,0,INFO,humaneval
345,CPP/16,C++,16,100,16,0,INFO,humaneval
346,CPP/17,C++,16,100,16,0,INFO,humaneval
347,CPP/18,C++,16,100,16,0,INFO,humaneval
348,CPP/19,C++,16,100,16,0,INFO,humaneval
349,CPP/20,C++,16,100,16,0,INFO,humaneval
350,CPP/21,C++,16,100,16,0,INFO,humaneval
351,CPP/22,C++,16,100,16,0,INFO,humaneval
352,CPP/23,C++,16,100,16,0,INFO,humaneval
353,CPP/24,C++,16,100,16,0,INFO,humaneval
354,CPP/25,C++,16,100,16,0,INFO,humaneval
355,CPP/26,C++,16,100,16,0,INFO,humaneval
356,CPP/27,C++,16,100,16,0,INFO,humaneval
357,CPP/28,C++,16,100,16,0,INFO,humaneval
358,CPP/29,C++,16,100,16,0,INFO,humaneval
359,CPP/30,C++,16,100,16,0,INFO,humaneval
360,CPP/31,C++,16,100,16,0,INFO,humaneval
361,CPP/32,C++,16,100,16,0,INFO,humaneval
362,CPP/33,C++,16,100,16,0,INFO,humaneval
363,CPP/34,C++,16,100,16,0,INFO,humaneval
364,CPP/35,C++,16,100,16,0,INFO,humaneval
365,CPP/36,C++,16,100,16,0,INFO,humaneval
366,CPP/37,C++,16,100,16,0,INFO,humaneval
367,CPP/38,C++,16,100,16,0,INFO,humaneval
368,CPP/39,C++,16,100,16,0,INFO,humaneval
369,CPP/40,C++,16,100,16,0,INFO,humaneval
370,CPP/41,C++,16,100,16,0,INFO,humaneval
371,CPP/42,C++,16,100,16,0,INFO,humaneval
372,CPP/43,C++,16,100,16,0,INFO,humaneval
373,CPP/44,C++,16,100,16,0,INFO,humaneval
374,CPP/45,C++,16,100,16,0,INFO,humaneval
375,CPP/46,C++,16,100,16,0,INFO,humaneval
376,CPP/47,C++,16,100,16,0,INFO,humaneval
377,CPP/48,C++,16,100,16,0,INFO,humaneval
378,CPP/49,C++,16,100,16,0,INFO,humaneval
379,CPP/50,C++,16,100,16,0,INFO,humaneval
380,CPP/51,C++,16,100,16,0,INFO,humaneval
381,CPP/52,C++,16,100,16,0,INFO,humaneval
382,CPP/53,C++,16,100,16,0,INFO,humaneval
383,CPP/54,C++,16,100,16,0,INFO,humaneval
384,CPP/55,C++,16,100,16,0,INFO,humaneval
385,CPP/56,C++,16,100,16,0,INFO,humaneval
386,CPP/57,C++,16,100,16,0,INFO,humaneval
387,CPP/58,C++,16,100,16,0,INFO,humaneval
388,CPP/59,C++,16,100,16,0,INFO,humaneval
389,CPP/60,C++,16,100,16,0,INFO,humaneval
390,CPP/61,C++,16,100,16,0,INFO,humaneval
391,CPP/62,C++,16,100,16,0,INFO,humaneval
392,CPP/63,C++,16,100,16,0,INFO,humaneval
393,CPP/64,C++,16,100,16,0,INFO,humaneval
394,CPP/65,C++,16,100,16,0,INFO,humaneval
395,CPP/66,C++,16,100,16,0,INFO,humaneval
396,CPP/67,C++,16,100,16,0,INFO,humaneval
397,CPP/68,C++,16,100,16,0,INFO,humaneval
398,CPP/69,C++,16,100,16,0,INFO,humaneval
399,CPP/70,C++,16,100,16,0,INFO,humaneval
400,CPP/71,C++,16,100,16,0,INFO,humaneval
401,CPP/72,C++,16,100,16,0,INFO,humaneval
402,CPP/73,C++,16,100,16,0,INFO,humaneval
403,CPP/74,C++,16,100,16,0,INFO,humaneval
404,CPP/75,C++,16,100,16,0,INFO,humaneval
405,CPP/76,C++,16,100,16,0,INFO,humaneval
406,CPP/77,C++,16,100,16,0,INFO,humaneval
407,CPP/78,C++,16,100,16,0,INFO,humaneval
408,CPP/79,C++,16,100,16,0,INFO,humaneval
409,CPP/80,C++,16,100,16,0,INFO,humaneval
410,CPP/81,C++,16,100,16,0,INFO,humaneval
411,CPP/82,C++,16,100,16,0,INFO,humaneval
412,CPP/83,C++,16,100,16,0,INFO,humaneval
413,CPP/84,C++,16,100,16,0,INFO,humaneval
414,CPP/85,C++,16,100,16,0,INFO,humaneval
415,CPP/86,C++,16,100,16,0,INFO,humaneval
416,CPP/87,C++,16,100,16,0,INFO,humaneval
417,CPP/88,C++,16,100,16,0,INFO,humaneval
418,CPP/89,C++,16,100,16,0,INFO,humaneval
419,CPP/90,C++,16,100,16,0,INFO,humaneval
420,CPP/91,C++,16,100,16,0,INFO,humaneval
421,CPP/92,C++,16,100,16,0,INFO,humaneval
422,CPP/93,C++,16,100,16,0,INFO,humaneval
423,CPP/94,C++,16,100,16,0,INFO,humaneval
424,CPP/95,C++,16,100,16,0,INFO,humaneval
425,CPP/96,C++,16,100,16,0,INFO,humaneval
426,CPP/97,C++,16,100,16,0,INFO,humaneval
427,CPP/98,C++,16,100,16,0,INFO,humaneval
428,CPP/99,C++,16,100,16,0,INFO,humaneval
429,CPP/100,C++,16,100,16,0,INFO,humaneval
430,CPP/101,C++,16,100,16,0,INFO,humaneval
431,CPP/102,C++,16,100,16,0,INFO,humaneval
432,CPP/103,C++,16,100,16,0,INFO,humaneval
433,CPP/104,C++,16,100,16,0,INFO,humaneval
434,CPP/105,C++,16,100,16,0,INFO,humaneval
435,CPP/106,C++,16,100,16,0,INFO,humaneval
436,CPP/107,C++,16,100,16,0,INFO,humaneval
437,CPP/108,C++,16,100,16,0,INFO,humaneval
438,CPP/109,C++,16,100,16,0,INFO,humaneval
439,CPP/110,C++,16,100,16,0,INFO,humaneval
440,CPP/111,C++,16,100,16,0,INFO,humaneval
441,CPP/112,C++,16,100,16,0,INFO,humaneval
442,CPP/113,C++,16,100,16,0,INFO,humaneval
443,CPP/114,C++,16,100,16,0,INFO,humaneval
444,CPP/115,C++,16,100,16,0,INFO,humaneval
445,CPP/116,C++,16,100,16,0,INFO,humaneval
446,CPP/117,C++,16,100,16,0,INFO,humaneval
447,CPP/118,C++,16,100,16,0,INFO,humaneval
448,CPP/119,C++,16,100,16,0,INFO,humaneval
449,CPP/120,C++,16,100,16,0,INFO,humaneval
450,CPP/121,C++,16,100,16,0,INFO,humaneval
451,CPP/122,C++,16,100,16,0,INFO,humaneval
452,CPP/123,C++,16,100,16,0,INFO,humaneval
453,CPP/124,C++,16,100,16,0,INFO,humaneval
454,CPP/125,C++,16,100,16,0,INFO,humaneval
455,CPP/126,C++,16,100,16,0,INFO,humaneval
456,CPP/127,C++,16,100,16,0,INFO,humaneval
457,CPP/128,C++,16,100,16,0,INFO,humaneval
458,CPP/129,C++,16,100,16,0,INFO,humaneval
459,CPP/130,C++,16,100,16,0,INFO,humaneval
460,CPP/131,C++,16,100,16,0,INFO,humaneval
461,CPP/132,C++,16,100,16,0,INFO,humaneval
462,CPP/133,C++,16,100,16,0,INFO,humaneval
463,CPP/134,C++,16,100,16,0,INFO,humaneval
464,CPP/135,C++,16,100,16,0,INFO,humaneval
465,CPP/136,C++,16,100,16,0,INFO,humaneval
466,CPP/137,C++,16,100,16,0,INFO,humaneval
467,CPP/138,C++,16,100,16,0,INFO,humaneval
468,CPP/139,C++,16,100,16,0,INFO,humaneval
469,CPP/140,C++,16,100,16,0,INFO,humaneval
470,CPP/141,C++,16,100,16,0,INFO,humaneval
471,CPP/142,C++,16,100,16,0,INFO,humaneval
472,CPP/143,C++,16,100,16,0,INFO,humaneval
473,CPP/144,C++,16,100,16,0,INFO,humaneval
474,CPP/145,C++,16,100,16,0,INFO,humaneval
475,CPP/146,C++,16,100,16,0,INFO,humaneval
476,CPP/147,C++,16,100,16,0,INFO,humaneval
477,CPP/148,C++,16,100,16,0,INFO,humaneval
478,CPP/149,C++,16,100,16,0,INFO,humaneval
479,CPP/150,C++,16,100,16,0,INFO,humaneval
480,CPP/151,C++,16,100,16,0,INFO,humaneval
481,CPP/152,C++,16,100,16,0,INFO,humaneval
482,CPP/153,C++,16,100,16,0,INFO,humaneval
483,CPP/154,C++,16,100,16,0,INFO,humaneval
484,CPP/155,C++,16,100,16,0,INFO,humaneval
485,CPP/156,C++,16,100,16,0,INFO,humaneval
486,CPP/157,C++,16,100,16,0,INFO,humaneval
487,CPP/158,C++,16,100,16,0,INFO,humaneval
488,CPP/159,C++,16,100,16,0,INFO,humaneval
489,CPP/160,C++,16,100,16,0,INFO,humaneval
490,CPP/161,C++,16,100,16,0,INFO,humaneval
491,CPP/162,C++,16,100,16,0,INFO,humaneval
492,CPP/163,C++,16,100,16,0,INFO,humaneval
493,CPP/0,C++,1,100,1,0,INFO,humaneval
494,CPP/1,C++,1,100,1,0,INFO,humaneval
495,CPP/2,C++,1,100,1,0,INFO,humaneval
496,CPP/3,C++,1,100,1,0,INFO,humaneval
497,CPP/4,C++,1,100,1,0,INFO,humaneval
